ticker,score_fundamentals,score_valuation,score_short_interest,score_technical,score_stability,score_insider,score_events,score_filing_text,score_quality,score_profitability,score_earnings_drift,composite,rank,shortName,sector,marketCap
RNG,58.854166666666664,67.9427219605791,47.507440476190474,80.3225806451613,39.516129032258064,51.61290322580645,58.06451612903226,89.83050847457628,88.28125,95.90163934426229,81.63265306122449,68.00662046338076,1,"Ringcentral, Inc.",Technology,5595747840
SPSC,54.80866228070175,50.88701066507189,53.53422619047619,41.29032258064517,85.48387096774194,94.35483870967742,58.06451612903226,45.76271186440678,70.3125,45.90163934426229,97.95918367346938,65.54945018315374,2,"SPS Commerce, Inc.",Technology,2919254016
CARG,64.9029605263158,67.70986269965861,36.35912698412699,57.74193548387096,87.90322580645162,56.451612903225815,58.06451612903226,84.7457627118644,71.875,98.36065573770492,44.89795918367347,64.42167153469096,3,"CarGurus, Inc.",Consumer Cyclical,3282357504
CRTO,40.15625,94.27873713587998,100.0,55.16129032258065,66.12903225806451,80.64516129032258,11.29032258064516,62.71186440677966,92.96875,73.77049180327869,61.224489795918366,64.05335550179721,4,Criteo S.A.,Communication Services,854517504
EPAM,42.4358552631579,88.0404752560365,53.88144841269841,31.612903225806452,81.45161290322581,94.35483870967742,58.06451612903226,61.016949152542374,60.9375,54.09836065573771,69.38775510204081,63.42007065206467,5,"EPAM Systems, Inc.",Technology,5692107264
MNDY,67.41502192982456,61.64612768184197,68.75,32.58064516129032,60.483870967741936,83.87096774193549,58.06451612903226,,78.125,45.08196721311476,59.183673469387756,62.95559942851445,6,monday.com Ltd.,Technology,3835531008
DBX,46.09375,61.266728028207616,24.590773809523807,74.19354838709677,89.51612903225806,59.67741935483871,58.06451612903226,96.61016949152543,86.71875,91.80327868852459,34.69387755102041,61.766818772802246,7,"Dropbox, Inc.",Technology,7495247360
SPT,46.515899122807014,94.91765873015872,67.72073412698413,45.806451612903224,45.96774193548387,69.35483870967742,58.06451612903226,100.0,57.03125,51.639344262295076,42.857142857142854,60.83320317239199,8,"Sprout Social, Inc",Technology,607134016
VRNS,43.06798245614035,16.57996031746032,61.28472222222222,35.483870967741936,32.25806451612903,94.35483870967742,58.06451612903226,91.52542372881356,46.875,36.0655737704918,95.91836734693877,60.600786953118224,9,"Varonis Systems, Inc.",Technology,4735697920
IAS,61.033442982456144,66.10930322983894,55.80357142857143,,,,,,56.25,,,60.215414090099074,10,Integral Ad Science Holding Cor,Communication Services,1735615872
ALRM,44.743421052631575,55.8663688918791,59.7594246031746,59.354838709677416,91.93548387096774,64.51612903225806,58.06451612903226,49.152542372881356,46.09375,49.18032786885246,85.71428571428571,60.15502665998789,11,"Alarm.com Holdings, Inc.",Technology,2823179008
BSY,68.22149122807018,32.030861428820614,57.49007936507937,39.67741935483871,87.90322580645162,94.35483870967742,58.06451612903226,20.33898305084746,49.21875,52.459016393442624,65.3061224489796,60.102464885796635,12,"Bentley Systems, Incorporated",Technology,11201605632
YELP,57.92927631578948,93.27750990506092,24.541170634920633,30.645161290322584,84.6774193548387,62.903225806451616,58.06451612903226,77.96610169491525,96.09375,86.0655737704918,22.448979591836736,59.63332185560415,13,Yelp Inc.,Communication Services,1273024512
PRGS,49.72642543859649,76.89395666691586,24.441964285714285,54.83870967741935,77.41935483870968,70.96774193548387,58.06451612903226,35.59322033898305,85.15625,60.65573770491803,73.46938775510205,59.445523267512044,14,Progress Software Corporation,Technology,1819334272
AMPL,52.49725877192982,36.65922619047619,54.26587301587301,62.258064516129025,45.16129032258064,82.25806451612904,58.06451612903226,98.30508474576271,60.15625,84.42622950819671,8.16326530612245,58.46585517447246,15,"Amplitude, Inc.",Technology,1660134528
PEGA,71.04495614035088,59.40721013680197,50.60763888888889,31.935483870967737,67.74193548387098,85.48387096774194,58.06451612903226,55.932203389830505,62.5,89.34426229508196,4.081632653061225,58.43907941286824,16,Pegasystems Inc.,Technology,5517430272
AVPT,67.71984649122807,28.158314073492647,93.7375992063492,56.12903225806451,69.35483870967742,79.03225806451613,58.06451612903226,50.847457627118644,35.15625,31.147540983606557,40.816326530612244,57.69886421778972,17,"AvePoint, Inc.",Technology,2828629760
RPD,35.774671052631575,80.85944780842739,31.436011904761905,45.48387096774193,40.32258064516129,94.35483870967742,58.06451612903226,67.79661016949152,67.1875,54.91803278688525,51.02040816326531,57.57400809357407,18,"Rapid7, Inc.",Technology,798697600
PUBM,41.77357456140351,46.18705120937264,92.13789682539682,75.16129032258064,28.225806451612904,16.129032258064516,58.06451612903226,64.40677966101694,85.15625,55.73770491803278,100.0,57.57378211769327,19,"PubMatic, Inc.",Technology,747476480
QLYS,68.0109649122807,32.92322176123197,29.14186507936508,67.09677419354838,69.35483870967742,14.516129032258066,58.06451612903226,94.91525423728814,43.75,54.09836065573771,93.87755102040816,57.31145527288249,20,"Qualys, Inc.",Technology,6408791040
APPN,58.072916666666664,36.79917800453514,70.27529761904762,46.774193548387096,67.74193548387098,45.16129032258064,58.06451612903226,72.88135593220339,58.59375,63.93442622950819,,57.245567740108726,21,Appian Corporation,Technology,2743336960
DGII,57.985197368421055,37.34862543918666,70.79613095238095,71.61290322580645,63.70967741935485,25.806451612903224,58.06451612903226,83.05084745762711,35.9375,30.327868852459016,87.75510204081633,56.668197901621774,22,Digi International Inc.,Technology,2842694144
