ticker,score_fundamentals,score_valuation,score_short_interest,score_technical,score_stability,score_insider,score_events,score_filing_text,score_quality,score_profitability,score_earnings_drift,composite,rank,shortName,sector,marketCap
RNG,61.904761904761905,71.29798576086303,50.806451612903224,81.14754098360655,32.78688524590164,50.81967213114754,56.557377049180324,94.82758620689656,86.5079365079365,96.82539682539682,91.66666666666666,71.23461007945414,1,"Ringcentral, Inc.",Technology,4861283840
CARG,66.44444444444444,63.39545473087334,43.54838709677419,58.68852459016394,86.0655737704918,72.1311475409836,56.557377049180324,67.24137931034483,63.492063492063494,98.4126984126984,,67.43336221079775,2,"CarGurus, Inc.",Consumer Cyclical,3367135232
SPSC,55.8203842940685,51.19885899466025,74.19354838709677,42.622950819672134,81.14754098360655,86.88524590163934,56.557377049180324,63.793103448275865,64.28571428571428,46.031746031746025,100.0,66.95356410254935,3,"SPS Commerce, Inc.",Technology,2804413696
GEN,73.33834586466165,64.45567328082971,81.45161290322581,55.24590163934427,81.14754098360655,57.377049180327866,56.557377049180324,100.0,54.76190476190476,48.41269841269841,,66.2340926332162,4,Gen Digital Inc.,Technology,16921774080
CRTO,40.41269841269841,92.77580923332114,,74.26229508196721,74.59016393442623,85.24590163934425,9.836065573770492,68.96551724137932,84.92063492063491,74.60317460317461,,66.20413729591293,5,Criteo S.A.,Communication Services,1109901568
PCTY,60.017543859649116,52.18988395323908,68.54838709677419,49.18032786885246,91.80327868852459,81.9672131147541,56.557377049180324,89.65517241379311,49.20634920634921,41.26984126984127,,63.975137785476825,6,Paylocity Holding Corporation,Technology,7623869952
IAS,62.54218880534669,64.36040087575356,63.70967741935485,,,,,,61.111111111111114,67.46031746031747,,63.68799613233156,7,Integral Ad Science Holding Cor,Communication Services,1735615872
VRNS,43.78028404344193,18.87360848799241,82.25806451612902,55.57377049180327,36.0655737704918,94.26229508196722,56.557377049180324,96.55172413793103,43.650793650793645,35.71428571428571,95.83333333333334,63.518665910427536,8,"Varonis Systems, Inc.",Technology,4742014976
DBX,46.56084656084656,60.382053260406806,28.2258064516129,73.9344262295082,90.1639344262295,45.90163934426229,56.557377049180324,81.03448275862068,79.36507936507937,92.85714285714286,,63.215078563883424,9,"Dropbox, Inc.",Technology,7815571968
PRGS,50.038429406850454,76.27071680682852,25.0,47.54098360655738,77.04918032786885,67.21311475409836,56.557377049180324,55.172413793103445,88.88888888888889,61.111111111111114,87.5,62.90851606697987,10,Progress Software Corporation,Technology,1732796928
YELP,58.30576441102757,91.40518556491513,13.70967741935484,47.540983606557376,86.88524590163934,65.57377049180327,56.557377049180324,34.48275862068966,92.06349206349205,87.3015873015873,,62.167426748780436,11,Yelp Inc.,Communication Services,1462752768
DV,59.49874686716792,70.80690462233494,47.58064516129032,51.31147540983606,75.40983606557377,94.26229508196722,56.557377049180324,22.413793103448278,73.01587301587301,58.73015873015872,,62.16536686357509,12,"DoubleVerify Holdings, Inc.",Communication Services,1810892800
AMPL,54.681704260651635,42.08258836762274,39.516129032258064,45.90163934426229,44.26229508196721,80.32786885245902,56.557377049180324,86.20689655172413,63.492063492063494,85.71428571428572,,61.90169513818519,13,"Amplitude, Inc.",Technology,1262269952
WIX,52.11640211640211,93.10647427664878,26.61290322580645,21.639344262295083,50.0,94.26229508196722,56.557377049180324,,99.2063492063492,42.85714285714286,,60.91390632848648,14,Wix.com Ltd.,Technology,2391490304
