ticker,score_fundamentals,score_valuation,score_short_interest,score_technical,score_stability,score_insider,score_events,score_filing_text,score_quality,score_profitability,score_earnings_drift,composite,rank,shortName,sector,marketCap
CRTO,41.414369256474515,93.61205435862614,,72.95081967213113,77.86885245901638,83.60655737704919,55.73770491803278,70.6896551724138,87.23758320532514,77.5,,72.17629252601408,1,Criteo S.A.,Communication Services,1099852672
RNG,61.904761904761905,72.6250895168016,50.0,79.83606557377048,33.60655737704918,50.81967213114754,55.73770491803278,94.82758620689656,86.39272913466462,96.66666666666667,90.9090909090909,70.0364208032085,2,"Ringcentral, Inc.",Technology,4535911936
CARG,65.79197994987467,64.35580696964867,41.935483870967744,60.32786885245902,87.70491803278688,67.21311475409836,55.73770491803278,68.96551724137932,64.60573476702508,98.33333333333333,,67.10542541444093,3,"CarGurus, Inc.",Consumer Cyclical,3188113664
GEN,73.32080200501252,65.21292826049594,80.64516129032259,55.57377049180328,82.78688524590163,57.377049180327866,55.73770491803278,100.0,58.294930875576036,47.5,,67.0554449701315,4,Gen Digital Inc.,Technology,16110702592
PCTY,61.01921470342522,52.41068496555729,67.74193548387098,47.868852459016395,92.62295081967213,78.68852459016394,55.73770491803278,89.65517241379311,53.50742447516641,40.833333333333336,,64.75042756248065,5,Paylocity Holding Corporation,Technology,7194714624
PRGS,49.86215538847117,77.28161624488995,24.193548387096772,53.44262295081967,77.04918032786885,72.1311475409836,55.73770491803278,58.620689655172406,83.24372759856631,64.16666666666666,86.36363636363636,64.41625975135037,6,Progress Software Corporation,Technology,1647079808
DBX,47.08994708994709,61.77296182387719,27.419354838709676,72.29508196721312,91.80327868852459,47.540983606557376,55.73770491803278,81.03448275862068,83.10291858678954,92.5,,64.26636902763133,7,"Dropbox, Inc.",Technology,7408462336
VRNS,42.845446950710105,18.039133933143148,82.25806451612902,55.57377049180327,38.52459016393443,91.80327868852459,55.73770491803278,96.55172413793103,40.96262160778289,36.66666666666667,100.0,63.382136128113736,8,"Varonis Systems, Inc.",Technology,4735492608
DV,59.34001670843776,72.46392147734016,46.774193548387096,50.32786885245902,78.68852459016394,91.80327868852459,55.73770491803278,25.862068965517242,78.35381464413723,61.666666666666664,,63.374423299259895,9,"DoubleVerify Holdings, Inc.",Communication Services,1685036800
YELP,58.95655806182121,90.73305394975588,13.70967741935484,51.14754098360656,87.70491803278688,62.295081967213115,55.73770491803278,37.93103448275862,90.37378392217101,88.33333333333334,,62.662620058176486,10,Yelp Inc.,Communication Services,1443505920
AMPL,53.39598997493734,44.64861751152074,38.70967741935484,49.50819672131147,45.08196721311475,77.04918032786885,55.73770491803278,86.20689655172413,64.15770609318997,85.83333333333334,,61.17445256918726,11,"Amplitude, Inc.",Technology,1128589824
IAS,61.92314118629908,64.50596100561783,62.096774193548384,,,,,,56.144393241167435,,,61.00071513647421,12,Integral Ad Science Holding Cor,Communication Services,1735615872
EPAM,44.421052631578945,90.75188666177978,39.516129032258064,34.09836065573771,85.24590163934425,98.36065573770492,55.73770491803278,31.03448275862069,67.05069124423963,55.0,,60.80516566045491,13,"EPAM Systems, Inc.",Technology,5375954432
WIX,51.058201058201064,92.4391778216663,25.806451612903224,21.311475409836067,50.819672131147534,91.80327868852459,55.73770491803278,,98.38709677419355,43.333333333333336,,60.187313069592804,14,Wix.com Ltd.,Technology,2342107904
BSY,69.89807852965748,34.85406732552811,81.45161290322581,43.278688524590166,91.80327868852459,91.80327868852459,55.73770491803278,18.96551724137931,38.30005120327701,53.33333333333334,,60.13211724795991,15,"Bentley Systems, Incorporated",Technology,10687566848
TENB,42.472013366750204,53.666168900260466,58.87096774193548,60.32786885245902,56.557377049180324,100.0,55.73770491803278,8.620689655172415,83.94777265745009,71.66666666666667,45.45454545454545,59.24478313850176,16,"Tenable Holdings, Inc.",Technology,3436074752
SPT,50.058479532163744,94.847414234511,43.54838709677419,25.9016393442623,55.73770491803278,65.57377049180327,55.73770491803278,93.10344827586206,61.86635944700461,51.666666666666664,,58.90036836488313,17,"Sprout Social, Inc",Technology,498274880
FIVN,37.340852130325814,74.81811053015512,49.19354838709677,62.45901639344262,43.44262295081967,59.01639344262295,55.73770491803278,74.13793103448276,64.92575524833589,75.0,,58.58174557002171,18,"Five9, Inc.",Technology,2139963392
MNDY,70.13450292397661,56.889285308528095,30.64516129032258,28.852459016393443,54.09836065573771,80.32786885245902,55.73770491803278,,79.04505888376856,46.66666666666667,,58.09056711773579,19,monday.com Ltd.,Technology,3630501376
SPSC,56.32832080200501,55.52050143193532,73.38709677419355,31.147540983606557,76.2295081967213,85.24590163934425,55.73770491803278,22.413793103448278,60.72708653353814,46.666666666666664,,57.455603636676514,20,"SPS Commerce, Inc.",Technology,2423772672
CRUS,50.67836257309941,60.81224449775988,45.96774193548387,60.98360655737705,68.85245901639344,32.78688524590164,55.73770491803278,98.27586206896551,62.25038402457757,55.83333333333333,,57.4059972689625,21,"Cirrus Logic, Inc.",Technology,6777990144
MANH,52.556390977443606,20.15065057954417,72.58064516129032,56.393442622950815,85.24590163934427,81.9672131147541,55.73770491803278,3.4482758620689653,46.18535586277522,65.83333333333333,63.63636363636363,56.63925065692945,22,"Manhattan Associates, Inc.",Technology,10998891520
PEGA,72.0,64.05606881115685,16.129032258064516,33.606557377049185,65.57377049180327,73.77049180327869,55.73770491803278,72.41379310344827,64.68253968253968,90.0,9.090909090909092,55.60424993246578,23,Pegasystems Inc.,Technology,4836793344
ASAN,37.76858813700918,69.78814644137225,9.67741935483871,35.08196721311475,53.278688524590166,68.85245901639344,4.918032786885246,82.75862068965517,76.11367127496159,89.16666666666667,77.27272727272727,55.47563200127544,24,"Asana, Inc.",Technology,1815264896
CALX,59.51378446115289,47.62256826121631,37.903225806451616,35.24590163934426,75.40983606557377,52.459016393442624,55.73770491803278,62.06896551724138,48.681515616999484,56.666666666666664,72.72727272727273,55.38243110208279,25,"Calix, Inc",Technology,2225462272
RPD,39.03341687552214,83.99998421436098,29.838709677419356,40.65573770491803,48.36065573770492,91.80327868852459,55.73770491803278,32.758620689655174,61.09831029185868,55.833333333333336,,55.09163966247106,26,"Rapid7, Inc.",Technology,594792448
