,fundamentals,technical,quality,valuation,short_interest,stability,insider,events,filing_text,profitability,earnings_drift
2026-07-20,0.34792518994739924,0.04518023880314417,0.22140383581641715,,,,,,,,
2026-07-27,0.3254262043262572,0.09176645393671068,0.20271019613078992,,,,,,,,
2026-07-28,0.2621858562244302,0.09477745016993079,0.08223261250730567,,,,,,,,
2026-07-29,0.20329301075268819,-0.3226162618352598,-0.043730798771121356,0.0279857910906298,-0.019395336110944142,-0.07801248235671611,-0.0236814348870944,0.07251052355133869,0.07146429563767714,-0.08725195309013117,-0.2030838804768783
2026-07-30,0.25642517186673713,-0.27285468967853854,0.15034373347435218,0.2199894235854045,-0.09607848887316581,0.1500423109726452,0.20290014036291568,0.15128313156174403,0.17450552154787907,0.1741293613720469,-0.14685117784124108
2026-08-03,0.300211528291909,-0.2609442979192731,0.13742214897995741,0.1922792173453199,-0.02687380202589434,0.2359708074344277,0.242919309423998,0.2697293626506008,0.19646867021440217,0.16568814503915646,-0.060447924890596944
2026-08-10,0.2301282051282051,-0.3092493193718113,0.36726190476190473,0.31602564102564096,-0.10059768154547484,0.4866431020472519,0.4598895784850406,0.3518844751270493,0.05557905869910099,0.31694415950989463,-0.07937484711189487
2026-08-17,0.24917529148094986,-0.2531259847395439,0.46038382473518413,0.3989071038251366,0.025660396363727935,0.49950259259486274,0.35350977397713684,0.2789823715392758,0.11297486849795442,0.36449229330322547,-0.09878559088076287
2026-08-24,0.10976807433708544,0.12466001848814802,0.1511354110690791,0.051446702425020786,0.06791569086651054,0.181882301845741,0.1093297645727687,0.1843207764653458,0.04640561075394507,0.1908968343728762,0.050209205282371216
