ticker,score_fundamentals,score_valuation,score_short_interest,score_technical,score_stability,score_insider,score_events,score_filing_text,score_quality,score_issuance,score_profitability,score_earnings_drift,composite,rank,shortName,sector,marketCap
RNG,23.88059701492537,67.16417910447761,37.3134328358209,90.76923076923077,36.92307692307693,72.3076923076923,57.692307692307686,67.74193548387096,83.5820895522388,85.07462686567165,98.4375,82.53968253968253,89.20526004364623,1,"Ringcentral, Inc.",Technology,6128517120
PUBM,22.388059701492537,43.28358208955223,98.50746268656717,100.0,20.76923076923077,36.92307692307693,57.692307692307686,74.19354838709677,89.55223880597015,79.1044776119403,67.96875,100.0,86.76830690298507,2,"PubMatic, Inc.",Technology,751576000
DBX,40.298507462686565,65.67164179104478,22.388059701492537,96.92307692307692,95.38461538461539,32.30769230769231,57.692307692307686,96.7741935483871,71.64179104477611,95.52238805970148,96.875,41.269841269841265,82.64757656315491,3,"Dropbox, Inc.",Technology,7573527040
QLYS,97.01492537313433,31.343283582089555,10.44776119402985,80.76923076923077,72.3076923076923,44.61538461538462,57.692307692307686,93.54838709677419,23.88059701492537,74.6268656716418,58.59375,95.23809523809523,77.30698541974195,4,"Qualys, Inc.",Technology,6044999168
YEXT,20.8955223880597,82.08955223880598,28.35820895522388,56.15384615384615,72.3076923076923,100.0,57.692307692307686,100.0,53.73134328358209,100.0,82.8125,53.96825396825397,73.23365003052503,5,"Yext, Inc.",Technology,644351360
CRTO,17.91044776119403,98.50746268656717,100.0,46.15384615384615,72.3076923076923,27.692307692307693,11.538461538461538,41.935483870967744,98.50746268656717,89.55223880597015,84.375,66.66666666666666,71.68693790662074,6,Criteo S.A.,Communication Services,863337024
GEN,50.74626865671642,68.65671641791045,65.67164179104478,84.61538461538461,84.61538461538461,4.615384615384616,57.692307692307686,6.451612903225806,31.343283582089555,71.64179104477611,44.53125,84.12698412698413,71.22885244678622,7,Gen Digital Inc.,Technology,18346690560
APPN,82.08955223880598,34.32835820895522,83.5820895522388,78.46153846153847,66.15384615384615,72.3076923076923,57.692307692307686,83.87096774193549,44.776119402985074,56.71641791044776,78.125,,71.10098545732873,8,Appian Corporation,Technology,2748350976
CARG,91.04477611940298,80.59701492537313,62.68656716417911,43.07692307692308,91.53846153846153,35.38461538461539,57.692307692307686,46.774193548387096,52.23880597014925,91.04477611940298,100.0,49.2063492063492,70.83201210066882,9,"CarGurus, Inc.",Communication Services,3005339392
PRGS,49.25373134328358,86.56716417910447,20.8955223880597,61.53846153846154,83.07692307692308,72.3076923076923,57.692307692307686,14.516129032258066,88.05970149253731,70.1492537313433,73.4375,76.19047619047619,70.32892286507025,10,Progress Software Corporation,Technology,1806620160
TDC,52.23880597014925,88.05970149253731,4.477611940298507,47.69230769230769,32.30769230769231,72.3076923076923,57.692307692307686,25.806451612903224,85.07462686567165,73.13432835820896,81.25,77.77777777777779,69.9636034570736,11,Teradata Corporation,Technology,2608649984
ALRM,34.32835820895522,62.68656716417911,34.32835820895522,73.84615384615385,96.92307692307692,24.615384615384617,57.692307692307686,11.29032258064516,32.83582089552239,59.70149253731343,46.875,85.71428571428571,66.53423302443825,12,"Alarm.com Holdings, Inc.",Technology,2772615936
SPSC,71.64179104477611,47.76119402985074,23.88059701492537,56.15384615384615,87.6923076923077,72.3076923076923,57.692307692307686,40.32258064516129,55.223880597014926,67.16417910447761,41.40625,98.4126984126984,65.78424341775553,13,"SPS Commerce, Inc.",Technology,2988014592
BOX,5.970149253731343,26.865671641791046,16.417910447761194,98.46153846153847,100.0,41.53846153846154,57.692307692307686,75.80645161290323,50.74626865671642,64.17910447761194,88.28125,11.11111111111111,65.50825101256538,14,"Box, Inc.",Technology,4828094976
CXM,29.850746268656714,71.64179104477611,91.04477611940298,53.84615384615385,93.84615384615384,21.53846153846154,57.692307692307686,33.87096774193548,76.11940298507463,92.53731343283582,79.6875,28.57142857142857,63.66059896260455,15,"Sprinklr, Inc.",Technology,1372132608
DIOD,56.71641791044776,61.19402985074627,79.1044776119403,70.76923076923077,30.76923076923077,72.3076923076923,57.692307692307686,3.225806451612903,49.25373134328358,61.19402985074627,25.0,87.3015873015873,61.06621198039109,16,Diodes Incorporated,Technology,4227086080
PD,64.17910447761194,89.55223880597015,11.940298507462686,60.0,47.69230769230769,72.3076923076923,57.692307692307686,85.48387096774194,1.4925373134328357,97.01492537313433,62.5,23.809523809523807,60.83111229566453,17,"PagerDuty, Inc.",Technology,1071211264
YELP,77.61194029850746,95.52238805970148,17.91044776119403,15.384615384615385,89.23076923076924,72.3076923076923,57.692307692307686,48.38709677419355,97.01492537313433,94.02985074626866,90.625,26.984126984126984,56.75589827875276,18,Yelp Inc.,Communication Services,1175350016
ESTC,85.07462686567165,41.7910447761194,82.08955223880598,92.3076923076923,55.38461538461539,3.076923076923077,57.692307692307686,80.64516129032258,8.955223880597014,47.76119402985074,28.90625,55.55555555555556,56.13267297327465,19,Elastic N.V.,Technology,9639248896
PATH,98.50746268656717,53.73134328358209,7.462686567164178,93.84615384615384,23.076923076923077,72.3076923076923,57.692307692307686,72.58064516129032,10.44776119402985,68.65671641791045,50.0,11.11111111111111,55.90349534379385,20,"UiPath, Inc.",Technology,7870246400
