ticker,score_fundamentals,score_valuation,score_short_interest,score_technical,score_stability,score_insider,score_events,score_filing_text,score_quality,score_issuance,score_profitability,score_earnings_drift,composite,rank,shortName,sector,marketCap
PLAB,43.28358208955223,77.61194029850746,25.37313432835821,26.153846153846157,4.615384615384616,72.3076923076923,57.692307692307686,17.741935483870968,82.08955223880598,88.05970149253731,15.625,90.47619047619048,55.078684530643486,21,"Photronics, Inc.",Technology,1717612416
FIVN,11.940298507462686,83.5820895522388,5.970149253731343,72.3076923076923,33.84615384615385,72.3076923076923,57.692307692307686,70.96774193548387,74.6268656716418,28.35820895522388,85.9375,33.33333333333333,54.98418364906237,22,"Five9, Inc.",Technology,2486051840
EPAM,28.35820895522388,94.02985074626866,43.28358208955223,6.153846153846154,86.15384615384616,72.3076923076923,57.692307692307686,37.096774193548384,26.865671641791046,86.56716417910447,53.90625,73.01587301587301,54.91078333720591,23,"EPAM Systems, Inc.",Technology,6037740032
DGII,76.11940298507463,35.82089552238806,80.59701492537313,75.38461538461539,64.61538461538461,72.3076923076923,57.692307692307686,35.483870967741936,46.26865671641791,35.82089552238806,17.96875,88.88888888888889,54.51578744897308,24,Digi International Inc.,Technology,2632081920
SLAB,32.83582089552239,7.462686567164178,32.83582089552239,88.46153846153845,76.92307692307693,72.3076923076923,57.692307692307686,87.09677419354838,14.925373134328357,43.28358208955223,,31.746031746031743,54.49705076570747,25,"Silicon Laboratories, Inc.",Technology,7360039936
MNDY,94.02985074626866,64.17910447761194,49.25373134328358,9.230769230769232,63.07692307692307,43.07692307692308,57.692307692307686,,56.71641791044776,98.50746268656717,44.53125,65.07936507936508,54.33721174917537,26,monday.com Ltd.,Technology,3849904128
UCTT,16.417910447761194,85.07462686567165,56.71641791044776,38.46153846153847,7.6923076923076925,72.3076923076923,57.692307692307686,9.67741935483871,4.477611940298507,49.25373134328358,50.0,79.36507936507937,54.27008729247535,27,"Ultra Clean Holdings, Inc.",Technology,3246917632
ACLS,35.82089552238806,32.83582089552239,61.19402985074627,21.53846153846154,29.230769230769234,72.3076923076923,57.692307692307686,20.967741935483872,5.970149253731343,80.59701492537313,50.0,63.49206349206349,53.90688498897454,28,"Axcelis Technologies, Inc.",Technology,3553841664
DV,65.67164179104478,79.1044776119403,94.02985074626866,86.15384615384616,81.53846153846153,72.3076923076923,57.692307692307686,12.903225806451612,70.1492537313433,53.73134328358209,71.875,3.1746031746031744,53.73369815300786,29,"DoubleVerify Holdings, Inc.",Communication Services,2070634112
PCTY,80.59701492537313,50.74626865671642,55.223880597014926,67.6923076923077,98.46153846153847,26.153846153846157,11.538461538461538,69.35483870967742,40.298507462686565,77.61194029850746,11.71875,57.14285714285714,53.541463783418074,30,Paylocity Holding Corporation,Technology,8077922816
ASAN,13.432835820895523,76.11940298507463,40.298507462686565,23.076923076923077,56.92307692307692,38.46153846153847,5.384615384615385,82.25806451612904,91.04477611940298,44.776119402985074,93.75,52.38095238095239,53.49599871521513,31,"Asana, Inc.",Technology,2017226752
BL,19.402985074626866,44.776119402985074,68.65671641791045,13.846153846153847,78.46153846153847,18.461538461538463,57.692307692307686,62.903225806451616,77.61194029850746,83.5820895522388,70.3125,44.44444444444444,53.04629696070927,32,"BlackLine, Inc.",Technology,1901277568
AMPL,61.19402985074627,29.850746268656714,59.70149253731343,69.23076923076923,41.53846153846154,72.3076923076923,57.692307692307686,95.16129032258065,80.59701492537313,40.298507462686565,88.28125,11.11111111111111,52.230409451141725,33,"Amplitude, Inc.",Technology,1626407168
CRUS,73.13432835820896,70.1492537313433,26.865671641791046,36.92307692307693,75.38461538461539,72.3076923076923,57.692307692307686,91.93548387096774,34.32835820895522,82.08955223880598,62.5,25.396825396825395,51.72736363967707,34,"Cirrus Logic, Inc.",Technology,5673808896
KLIC,88.05970149253731,40.298507462686565,95.52238805970148,40.0,50.76923076923077,6.153846153846154,57.692307692307686,59.67741935483871,2.9850746268656714,62.68656716417911,67.96875,34.92063492063492,51.393988021203505,35,"Kulicke and Soffa Industries, I",Technology,4270840576
GTLB,83.5820895522388,16.417910447761194,67.16417910447761,95.38461538461539,53.84615384615385,72.3076923076923,57.692307692307686,79.03225806451613,43.28358208955223,29.850746268656714,41.40625,36.507936507936506,50.78738704030215,36,GitLab Inc.,Technology,8302426112
SPT,38.80597014925373,97.01492537313433,76.11940298507463,66.15384615384615,45.38461538461539,46.15384615384615,57.692307692307686,98.38709677419355,86.56716417910447,23.88059701492537,56.25,47.61904761904761,48.47587269695479,37,"Sprout Social, Inc",Technology,688327488
SYNA,1.4925373134328357,49.25373134328358,64.17910447761194,33.84615384615385,50.76923076923077,72.3076923076923,57.692307692307686,4.838709677419355,92.53731343283582,41.7910447761194,75.0,42.857142857142854,48.37358536985403,38,Synaptics Incorporated,Technology,3871200256
CALX,74.6268656716418,46.26865671641791,88.05970149253731,1.5384615384615385,80.0,72.3076923076923,57.692307692307686,29.03225806451613,29.850746268656714,55.223880597014926,65.625,68.25396825396825,47.66032759736118,39,"Calix, Inc",Technology,2264184832
VRNS,31.343283582089555,5.970149253731343,52.23880597014925,52.307692307692314,24.615384615384617,72.3076923076923,57.692307692307686,45.16129032258064,58.2089552238806,14.925373134328357,23.4375,96.82539682539682,46.873990566854374,40,"Varonis Systems, Inc.",Technology,5293919744
BSY,79.1044776119403,37.3134328358209,46.26865671641791,4.615384615384616,91.53846153846153,72.3076923076923,57.692307692307686,58.06451612903226,28.35820895522388,50.74626865671642,53.90625,69.84126984126983,44.77729327834271,41,"Bentley Systems, Incorporated",Technology,10183550976
PEGA,86.56716417910447,58.2089552238806,71.64179104477611,10.76923076923077,69.23076923076923,40.0,57.692307692307686,16.129032258064516,38.80597014925373,65.67164179104478,95.3125,4.761904761904762,44.12881933054508,42,Pegasystems Inc.,Technology,6142168576
EVCM,26.865671641791046,73.13432835820896,47.76119402985074,16.923076923076923,60.0,15.384615384615385,57.692307692307686,51.61290322580645,61.19402985074627,76.11940298507463,76.5625,6.349206349206349,43.98854656433948,43,EverCommerce Inc.,Technology,1399188736
FSLY,44.776119402985074,23.88059701492537,35.82089552238806,50.76923076923077,10.76923076923077,9.230769230769232,5.384615384615385,38.70967741935484,64.17910447761194,5.970149253731343,26.5625,92.06349206349206,43.84134302161354,44,"Fastly, Inc.",Technology,3279986944
S,41.7910447761194,22.388059701492537,92.53731343283582,88.46153846153845,61.53846153846154,13.846153846153847,57.692307692307686,53.2258064516129,62.68656716417911,25.37313432835821,58.59375,1.5873015873015872,43.50393109429957,45,"SentinelOne, Inc.",Technology,6919216128
COHU,37.3134328358209,25.37313432835821,1.4925373134328357,49.23076923076923,35.38461538461539,29.230769230769234,57.692307692307686,8.064516129032258,47.76119402985074,38.80597014925373,4.6875,74.60317460317461,41.83185349579939,46,"Cohu, Inc.",Technology,2401005312
U,53.73134328358209,11.940298507462686,74.6268656716418,83.07692307692308,16.923076923076923,20.0,57.692307692307686,77.41935483870968,65.67164179104478,19.402985074626866,32.8125,30.158730158730158,41.362784577570025,47,Unity Software Inc.,Technology,18334105600
RPD,10.44776119402985,91.04477611940298,29.850746268656714,20.0,27.692307692307693,72.3076923076923,57.692307692307686,32.25806451612903,94.02985074626866,20.8955223880597,62.5,58.730158730158735,40.53142027955461,48,"Rapid7, Inc.",Technology,741407040
BMBL,4.477611940298507,100.0,2.9850746268656714,3.076923076923077,26.153846153846157,1.5384615384615385,57.692307692307686,88.70967741935483,100.0,37.3134328358209,92.1875,22.22222222222222,38.70001953374155,49,Bumble Inc.,Communication Services,444328640
AEIS,47.76119402985074,19.402985074626866,77.61194029850746,35.38461538461539,40.0,72.3076923076923,5.384615384615385,61.29032258064516,11.940298507462686,10.44776119402985,11.71875,93.65079365079364,37.80048005735972,50,"Advanced Energy Industries, Inc",Industrials,11250168832
BRZE,67.16417910447761,38.80597014925373,14.925373134328357,76.92307692307693,45.38461538461539,72.3076923076923,57.692307692307686,90.32258064516128,59.70149253731343,7.462686567164178,28.90625,,37.764004496747035,51,"Braze, Inc.",Technology,3599708160
RMBS,100.0,17.91044776119403,38.80597014925373,7.6923076923076925,13.846153846153847,72.3076923076923,11.538461538461538,50.0,16.417910447761194,46.26865671641791,32.8125,60.317460317460316,36.772731181546476,52,"Rambus, Inc.",Technology,9241384960
FROG,92.53731343283582,4.477611940298507,85.07462686567165,63.07692307692307,12.307692307692308,12.307692307692308,57.692307692307686,54.83870967741935,25.37313432835821,13.432835820895523,17.96875,50.79365079365079,36.31803992286735,53,JFrog Ltd.,Technology,10801195008
AKAM,8.955223880597014,52.23880597014925,19.402985074626866,32.30769230769231,38.46153846153847,72.3076923076923,57.692307692307686,56.451612903225815,68.65671641791045,58.2089552238806,14.0625,38.095238095238095,35.668596406702754,54,"Akamai Technologies, Inc.",Technology,15121861632
VIAV,55.223880597014926,28.35820895522388,97.01492537313433,44.61538461538462,15.384615384615385,10.76923076923077,57.692307692307686,27.419354838709676,19.402985074626866,4.477611940298507,8.59375,80.95238095238095,34.659781877016016,55,Viavi Solutions Inc.,Technology,8601699328
DOCN,68.65671641791045,8.955223880597014,86.56716417910447,41.53846153846154,6.153846153846154,33.84615384615385,11.538461538461538,24.193548387096776,13.432835820895523,2.9850746268656714,21.875,71.42857142857143,34.45677689847466,56,"DigitalOcean Holdings, Inc.",Technology,13148653568
PI,2.9850746268656714,2.9850746268656714,41.7910447761194,64.61538461538461,18.461538461538463,7.6923076923076925,57.692307692307686,30.64516129032258,20.8955223880597,16.417910447761194,39.0625,17.46031746031746,34.38902813086582,57,"Impinj, Inc.",Technology,5272775168
IAS,89.55223880597015,74.6268656716418,53.73134328358209,,,,,,73.13432835820896,34.32835820895522,,,34.32835820895522,58,Integral Ad Science Holding Cor,Communication Services,1735615872
AVPT,95.52238805970148,20.8955223880597,89.55223880597015,58.46153846153847,67.6923076923077,72.3076923076923,57.692307692307686,19.35483870967742,17.91044776119403,11.940298507462686,20.3125,46.03174603174603,34.186520750186794,59,"AvePoint, Inc.",Technology,2841323776
ICHR,25.37313432835821,55.223880597014926,50.74626865671642,24.615384615384617,3.076923076923077,72.3076923076923,5.384615384615385,66.12903225806451,22.388059701492537,32.83582089552239,36.71875,39.682539682539684,33.46312379836167,60,Ichor Holdings,Technology,2111669376
MGNI,58.2089552238806,59.70149253731343,73.13432835820896,80.76923076923077,58.46153846153847,30.76923076923077,57.692307692307686,43.54838709677419,41.7910447761194,31.343283582089555,6.25,11.11111111111111,32.36840636560786,61,"Magnite, Inc.",Communication Services,3462259200
NVMI,59.70149253731343,14.925373134328357,44.776119402985074,30.76923076923077,50.76923076923077,72.3076923076923,57.692307692307686,,7.462686567164178,26.865671641791046,3.125,61.904761904761905,30.666166078945928,62,Nova Ltd.,Technology,11835072512
WIX,62.68656716417911,92.53731343283582,58.2089552238806,12.307692307692308,43.07692307692308,98.46153846153847,57.692307692307686,,95.52238805970148,52.23880597014925,36.71875,19.047619047619047,30.078216831365154,63,Wix.com Ltd.,Technology,3189351168
BAND,14.925373134328357,56.71641791044776,8.955223880597014,27.692307692307693,9.230769230769232,23.076923076923077,57.692307692307686,64.51612903225806,67.16417910447761,8.955223880597014,32.8125,15.873015873015872,21.333261861480146,64,Bandwidth Inc.,Technology,1408553088
AMBA,46.26865671641791,13.432835820895523,31.343283582089555,29.230769230769234,20.76923076923077,16.923076923076923,57.692307692307686,22.58064516129032,37.3134328358209,22.388059701492537,8.59375,20.634920634920633,20.211874891795603,65,"Ambarella, Inc.",Technology,2776025600
CWAN,70.1492537313433,10.44776119402985,70.1492537313433,,,,,,35.82089552238806,17.91044776119403,,,17.91044776119403,66,"Clearwater Analytics Holdings, ",Technology,7330872320
NVTS,7.462686567164178,1.4925373134328357,13.432835820895523,18.461538461538463,1.5384615384615385,72.3076923076923,1.5384615384615385,1.6129032258064515,79.1044776119403,1.4925373134328357,1.5625,11.11111111111111,8.156921721520604,67,Navitas Semiconductor Corporati,Technology,3080903168
