,technical,stability,insider,events,issuance,earnings_drift,filing_text
2023-08-25,0.05729808884053834,0.16369185288600757,-0.0930651503368899,-0.08349890879242877,0.10602528283802551,0.16884422593958148,-0.10173507326674927
2023-09-22,0.15609346349180322,0.1149469583087713,-0.12750146108249713,0.006756410135237938,0.0600327505627351,-0.08574310089604151,0.23388860538018516
2023-10-20,-0.10794460593243277,-0.27813977550824387,0.14057910967579432,0.16106787486296803,-0.16223733785222297,-0.05765785542805441,-0.057446963621783184
2023-11-17,-0.2863418132380575,-0.42988983326077235,-0.05112493216648137,0.19536314157685947,-0.19458943969147546,-0.11209299515616955,-0.015947364584092728
2023-12-15,0.20930098161147892,0.23917910325468023,0.06949718677475784,-0.08433776821505341,0.09437595049713166,-0.1336729881664762,-0.03129328570387111
2024-01-12,0.10688717125611072,-0.10961817838266925,0.09774442362256291,-0.13781454283406872,-0.24903460259022647,0.15971526864175337,0.0056134723336006415
2024-02-09,-0.17716280583624114,0.03993186735278089,0.16568942888631086,0.09127525966259223,0.12956735024233018,-0.2314027149321267,-0.10796821462418894
2024-03-08,0.110670139651257,0.2888059115616489,0.03437385984849011,9.824169572882032e-05,0.23942578270496387,-0.005415673975487798,0.12643070642268717
2024-04-05,0.010466039373393106,0.02638727803587313,-0.03915334269402652,-0.007494845066341575,-0.0462668289813696,-0.032846265395487954,-0.06560177521045403
2024-05-03,0.2779143516228639,0.03941167637220247,0.07386478012189027,0.07407945163813019,0.2552983972071608,-0.01250443605874524,-0.12385967384030154
2024-05-31,0.13390466024104836,-0.011521358843512712,0.007473073036545216,0.06725384797662964,-0.034931533215265737,0.03832905025514955,0.08832024233031598
2024-06-28,-0.22758168951579524,0.01808022818720009,0.10782973837594582,0.21224720470355468,-0.026260166018334447,-0.005186060203015691,-0.10158148709097957
2024-07-26,0.24781038936259495,0.17081930110372806,0.0609496446464904,0.049268437870835104,-0.00850366917582606,0.31657397107897667,-0.25934274946285796
2024-08-23,0.07099232823759873,0.06892725038194686,0.048713112601643564,0.08387638058345129,0.05022466720350958,0.0033634356548123048,-0.12870275791624108
2024-09-20,0.05786770347533966,-0.046906709033645605,0.04247042859486118,0.1341550799332591,-0.030515224367573354,-0.048023892950249655,-0.21945334789193763
2024-10-18,-0.038786784604446914,0.1113158703471974,0.08958098681044865,-0.04632936564948031,0.02610591442455243,0.12160971079919025,0.17834877249832695
2024-11-15,-0.1369675990776797,-0.19930986960871147,-0.18801692230037662,-0.1352422651902313,0.05387756816091276,0.07541841517840177,0.041562466978972215
2024-12-13,-0.13509148218761813,-0.12335022013741387,0.01916945616090271,-0.018536319762403095,-0.1509173814307303,-0.016473436773486234,-0.16954316508752776
2025-01-10,0.022477861582356748,0.07289778205513885,0.07018600504712526,0.19254369714736386,0.026329879374039206,0.12133211491379436,0.15106900073967106
2025-02-07,-0.19796927810629722,0.2414473564342318,0.01715630419802658,-0.13224162864956693,0.016125476363047935,-0.06149528140999935,0.0913845937092741
2025-03-07,-0.07632192492420949,0.6193366466668122,0.09333955982369661,0.030412587098988624,0.22302009735612957,0.1169561381283241,0.2512239794301011
2025-04-04,-0.052826528902723886,-0.5161374565282729,-0.1448129940816694,-0.025843640886027544,-0.23695491655700995,-0.029596394404346537,-0.2793843119298369
2025-05-02,0.07218794534972649,-0.19948148862399934,-0.061360489875536814,0.027602214998188945,-0.22944509184453146,-0.15768786804529628,0.07918002183790639
2025-05-30,-0.17643109202350854,-0.38947561003957754,0.17943013677305267,-0.1511596075275544,-0.05207185075567563,-0.08880637133773887,-0.3005958461014641
2025-06-27,-0.005953357903409589,-0.32588762848741376,-0.10839864054413684,-0.059003190268042564,-0.1655730878127713,-0.1959147921122976,0.06598569969356487
2025-07-25,0.02561118447136764,-0.01895006213961353,-0.02108750905743001,-0.07909023432548001,0.0958220038569832,-0.01942815249266862,-0.07456588355464762
2025-08-22,0.16556750870973563,-0.5754660349043637,-0.2290376428988306,-0.07203968017269943,-0.35242284582678635,-0.2037063758899368,-0.10778004766768816
2025-09-19,0.013824025307040062,-7.460710050776076e-05,0.15058070592107248,0.03157234197936248,0.1824404480709942,-0.09289357339169767,-0.24363295880149816
2025-10-17,-0.05125412201676338,0.022718031608641154,-0.051248661399068036,-0.1036472068805349,0.0036534665942352293,0.23154946793961353,0.11540687776642834
2025-11-14,0.09384407069592514,-0.21269976333874574,0.12019454350813244,-0.0766484473878465,0.07093389884526512,-0.06825344248553539,-0.05771195097037794
2025-12-12,0.007490301405901587,-0.2361898660534625,0.09471456741727842,-0.027800514183004475,0.17828270057435971,-0.1602946755239925,-0.38975144705481796
2026-01-09,0.47814653050271355,-0.19283697268240926,-0.11200604337766955,0.01236746619916717,0.12323086370696819,0.08371182385124924,-0.39485869935308143
2026-02-06,-0.2024514704571755,0.1958496382783444,0.06053327623190207,0.07810537899873989,0.1203410035039555,-0.14354886532376526,0.13416751787538309
2026-03-06,0.5591987468917863,-0.33670066440339624,-0.4234124803262756,-0.17718327947406948,0.086038362894195,0.043096551642780624,-0.30750766087844744
2026-04-03,0.34749944985360065,-0.5444439887113772,-0.32541889179559746,-0.21428354373865496,-0.20693865462774566,-0.019739859774795965,-0.2158504249697153
2026-05-01,0.11080896589924286,-0.11481329529370664,-0.16944041602152346,-0.20736310579010594,-0.27695697720622764,-0.0038034307647186335,0.07495743956418116
2026-05-29,0.2319829902554879,0.09655939130937918,-0.05076268114555879,-0.05590186985674217,0.03280003178879107,0.008519309964291042,-0.04933605720122575
2026-06-26,-0.6545086952646806,0.4648780539854908,0.5304192198939554,0.22897917998558212,0.153591358061532,-0.00099410089739536,0.24521620701395988
2026-07-24,-0.5711429426595636,0.2496502698657964,0.2728890729874328,0.08072563586698187,0.06541135746471308,-0.15728587319243603,0.3019237316990126
