rebalance,picks,avg_return,qqq_return,iwm_return,alpha_vs_qqq
2022-07-01,9,0.12883195707982653,0.11813716905383154,0.09240997376356419,0.010694788025994995
2022-07-29,10,0.022950088142501823,-0.0254230979045027,0.009238887482678537,0.048373186047004524
2022-08-26,9,-0.1386630775661962,-0.10224725992722972,-0.11466813621727534,-0.03641581763896648
2022-09-23,9,0.018880952837917353,-0.0003268750675560206,0.037555161240697466,0.019207827905473374
2022-10-21,10,0.13782612987480863,0.03412988856432486,0.0638100557676815,0.10369624131048377
2022-11-18,8,0.008795501334286873,-0.037111218687696956,-0.04651364309832273,0.04590672002198383
2022-12-16,8,0.044966806619493024,0.02695604200355639,0.07271883335836504,0.018010764615936634
2023-01-13,8,0.10208668684441072,0.06666195250675999,0.01742860941390556,0.035424734337650726
2023-02-10,9,-0.016717434238371267,-0.037203974514329774,-0.07424743851324034,0.020486540275958507
2023-03-10,9,0.03233736908819851,0.10331701178626518,0.0012402898597319023,-0.07097964269806667
2023-04-07,9,-0.08847309758634057,0.015792719142905698,-0.007396803016735398,-0.10426581672924627
2023-05-05,10,0.14309533602908245,0.09836148451502047,0.0433934965957119,0.04473385151406198
2023-06-02,9,0.0884760595539344,0.043075661403076504,0.03169226318305429,0.04540039815085789
2023-06-30,9,0.04376069862084554,0.03805943440837334,0.048913116422864,0.005701264212472204
2023-07-28,10,0.010487709353674457,-0.050745868881600265,-0.06327943944540715,0.06123357823527472
2023-08-25,10,-0.013090176986340052,-0.015361277652142236,-0.03983689385582945,0.002271100665802184
2023-09-22,10,-0.035707773037313165,-0.009248128976725778,-0.05348307162924637,-0.026459644060587387
2023-10-20,10,0.1302095725661579,0.08866320335979183,0.07119686031611439,0.04154636920636606
2023-11-17,9,0.0560706118791345,0.04999473120808262,0.10516566332179145,0.0060758806710518795
2023-12-15,9,-0.013414830039123174,0.012961690917407731,-0.01574049193778615,-0.026376520956530904
2024-01-12,9,0.06562265405571972,0.06712085777782151,0.03162015828901432,-0.0014982037221017847
2024-02-09,8,0.022806122855152225,0.004507465762168428,0.037574066780584836,0.018298657092983797
2024-03-08,8,-0.030633661417288308,0.004629541897470446,-0.008996896688757916,-0.035263203314758754
2024-04-05,8,-0.028811785536787482,-0.01132877138247923,-0.012472706680450085,-0.017483014154308252
2024-05-03,9,0.04787881774070774,0.03497287099359547,0.019167873854359252,0.01290594674711227
2024-05-31,8,0.036879834766820815,0.06470124536804889,-0.011243602211377324,-0.027821410601228072
2024-06-28,8,-0.048147294231521656,-0.03368742549418502,0.1051308253793457,-0.014459868737336637
2024-07-26,10,0.019231275242558465,0.036784278425724404,-0.017126076660674117,-0.01755300318316594
2024-08-23,10,0.011777448790274269,0.005083261266445982,0.005399748597135989,0.006694187523828287
2024-09-20,10,0.04857235351658706,0.026376066155799904,0.021889142436966713,0.02219628736078716
2024-10-18,10,-0.028918548417989944,0.004247013716306647,0.012541639890438327,-0.03316556213429659
2024-11-15,9,0.0850933039648452,0.06838904681817959,0.0200893938132527,0.01670425714666561
2024-12-13,9,-0.06388648399830649,-0.04245212982142377,-0.06691651731392712,-0.02143435417688272
2025-01-10,9,0.15371481376967466,0.031014162395026412,0.04229117331228238,0.12270065137464825
2025-02-07,10,-0.08056841749736127,-0.059531161624654105,-0.08871683642617323,-0.02103725587270716
2025-03-07,9,-0.16978716208710315,-0.1392660951823309,-0.11824914917032636,-0.030521066904772243
2025-04-04,9,0.10257456099492748,0.15652854940266714,0.10646292029451199,-0.053953988407739656
2025-05-02,10,0.1446201922625572,0.06194379928659344,0.022894966825756313,0.08267639297596377
2025-05-30,10,0.06422101408663372,0.05701222353692015,0.05366856250947549,0.007208790549713573
2025-06-27,10,0.014936658800489522,0.033352187819778,0.041303238979686796,-0.01841552901928848
2025-07-25,9,0.011200148438414263,0.009887460964778327,0.046572762714250704,0.001312687473635936
2025-08-22,10,-0.007672840616930965,0.04786967179374235,0.03764084682270785,-0.05554251241067332
2025-09-19,10,-0.05192725996061627,0.008809760840498004,0.0017697621169165956,-0.060737020801114275
2025-10-17,10,-0.011535752200001359,0.008163182090112908,-0.024362214929400272,-0.019698934290114267
2025-11-14,9,0.06169918006267541,0.007817988809425191,0.06893212651228908,0.05388119125325022
2025-12-12,9,-0.0013528350197155531,0.022550350096166794,0.028570670681200783,-0.023903185115882346
2026-01-09,9,-0.003538680874966893,-0.027128392415859293,0.018406758172894833,0.0235897115408924
2026-02-06,10,-0.09520217619038919,-0.016238875035925804,-0.05331671174161434,-0.07896330115446339
2026-03-06,9,-0.10447964150202468,-0.017520480139253114,0.007648377397797779,-0.08695916136277157
2026-04-03,9,0.19231992912370183,0.14553948543306272,0.10667303133175277,0.046780443690639106
2026-05-01,10,0.16080722739367073,0.09517165045083686,0.03992404599651067,0.06563557694283387
2026-05-29,10,-0.0349629658505262,-0.042006118912949475,0.03482082594990299,0.007043153062423278
2026-06-26,10,-0.07755199656123929,-0.03154905515244799,-0.02888294544363057,-0.0460029414087913
