,technical,stability,insider,events,issuance,earnings_drift,filing_text
2022-07-01,0.3000230934864761,0.16322045062857848,0.09217619062138117,0.05522518402095459,0.23790507208769593,0.09881451636748197,-0.15867323019221755
2022-07-29,-0.04480987461246641,-0.1544608936034661,-0.13461504646328337,0.0074339390741265535,-0.08901134341264777,0.20131332082551595,-0.08849038912330054
2022-08-26,0.034763912141158294,0.2444857201755953,-0.047680132694933,0.0038571756722518393,0.0954056991793642,-0.015335929892891918,0.16265822784810127
2022-09-23,0.2688768670071101,0.2673078481599381,-0.18782855541514307,-0.08008063498333874,0.10735032389925789,-0.2960459976400661,-0.014650938247764575
2022-10-21,0.0831756723411028,0.08855886677345566,0.0820679121230287,-0.10584083748951997,0.056625484255442685,-0.2978064713112753,-0.12612820620460935
2022-11-18,-0.22815021479472206,-0.18971177578850468,0.024329469654597858,0.023287683284707067,0.03773705103171746,0.18507608171205367,0.12131213931355674
2022-12-16,0.01048851350567866,0.2242105470775955,0.06814872517176469,-0.15536589180251423,0.1709594320742651,-0.20702044922376198,-0.22675597905561581
2023-01-13,-0.11418729130443989,-0.16185639349336778,-0.14087850071183164,0.07263838351151422,-0.014464553367527833,0.004859686217577635,0.1265437048917402
2023-02-10,0.0034986995485224485,0.02074727183912498,0.015594672938379472,0.13801708894584674,0.0024043370541655218,0.3478178006479893,0.01634982782206708
2023-03-10,-0.022225476084039127,-0.027675767476053666,-0.22166131855891547,0.048328087926903796,-0.21130423726031605,0.06622489736288846,0.027228985929868048
2023-04-07,0.07348753695584466,0.37696282747280796,-0.01117967436177492,-0.08468003771193641,0.13943613672458638,-0.0756926933433505,-0.026244805715535467
2023-05-05,-0.21333919046911046,-0.2511203860211016,0.11120210635033567,0.07241749434712542,-0.1023769800147082,-0.05042935774205119,-0.05432870822747704
2023-06-02,0.014858085260064994,-0.012038071793864681,-0.10066471761299808,-0.12161533463525497,0.02465068562428656,-0.022695238581123395,-0.05084931107384996
2023-06-30,-0.29592524815696486,-0.15605744811479222,0.03814881108942939,0.06117745299579641,-0.08971010566769008,0.15949816663609173,0.28892979514471095
2023-07-28,-0.2012145313142919,0.25855551487100026,0.04991092330367979,-0.027876882491086816,-0.04082256879325047,0.18752866534035187,-0.023547422905883207
2023-08-25,0.05729808884053834,0.16369185288600757,-0.14669309063593336,-0.08349890879242877,0.10602528283802551,0.17641951757956592,-0.10173507326674927
2023-09-22,0.15609346349180322,0.1149469583087713,-0.2201635511740655,0.006756410135237938,0.0600327505627351,-0.06063350341808408,0.23388860538018516
2023-10-20,-0.10794460593243277,-0.27813977550824387,0.10082849269943037,0.16106787486296803,-0.16223733785222297,-0.06319561555391275,-0.057446963621783184
2023-11-17,-0.2863418132380575,-0.42988983326077235,-0.09663443594843814,0.19536314157685947,-0.19458943969147546,-0.15109244748328077,-0.015947364584092728
2023-12-15,0.20930098161147892,0.23917910325468023,0.02450842645463863,-0.08433776821505341,0.09437595049713166,-0.13635248623531296,-0.03129328570387111
2024-01-12,0.10688717125611072,-0.10961817838266925,0.05649612257293303,-0.13781454283406872,-0.24903460259022647,0.1483303585286776,0.0056134723336006415
2024-02-09,-0.17716280583624114,0.03993186735278089,0.2086867862378392,0.09127525966259223,0.12956735024233018,-0.23520361990950228,-0.10796821462418894
2024-03-08,0.110670139651257,0.2888059115616489,0.023345552131240257,9.824169572882032e-05,0.23942578270496387,-0.009865762668524285,0.12643070642268717
2024-04-05,0.010466039373393106,0.02638727803587313,0.04548581875993262,-0.007494845066341575,-0.0462668289813696,-0.05026934136483607,-0.06560177521045403
2024-05-03,0.2779143516228639,0.03941167637220247,0.11363774858529825,0.07407945163813019,0.2552983972071608,-0.06563057750673224,-0.12385967384030154
2024-05-31,0.13390466024104836,-0.011521358843512712,-0.03202617124174339,0.06725384797662964,-0.034931533215265737,0.011878142898343576,0.08832024233031598
2024-06-28,-0.22758168951579524,0.01808022818720009,0.03524126498517303,0.21224720470355468,-0.026260166018334447,-0.02522249511318541,-0.10158148709097957
2024-07-26,0.24781038936259495,0.17081930110372806,0.03355617355485406,0.049268437870835104,-0.00850366917582606,0.2645320197044334,-0.25934274946285796
2024-08-23,0.07099232823759873,0.06892725038194686,0.03233968668358519,0.08387638058345129,0.05022466720350958,0.0027618455376914046,-0.12870275791624108
2024-09-20,0.05786770347533966,-0.046906709033645605,-0.02433057937796058,0.1341550799332591,-0.030515224367573354,-0.05061946919806828,-0.21945334789193763
2024-10-18,-0.038786784604446914,0.1113158703471974,0.11737760453127054,-0.04632936564948031,0.02610591442455243,0.13009161941405822,0.17834877249832695
2024-11-15,-0.1369675990776797,-0.19930986960871147,-0.15389831900108597,-0.1352422651902313,0.05387756816091276,0.08110918241029565,0.041562466978972215
2024-12-13,-0.13509148218761813,-0.12335022013741387,0.03491915317272951,-0.018536319762403095,-0.1509173814307303,-0.00883397905068926,-0.16954316508752776
2025-01-10,0.022477861582356748,0.07289778205513885,0.07539876060648903,0.19254369714736386,0.026329879374039206,0.1171138714073641,0.15106900073967106
2025-02-07,-0.19796927810629722,0.2414473564342318,0.07542216794390408,-0.13224162864956693,0.016125476363047935,-0.09805092928725638,0.0913845937092741
2025-03-07,-0.07632192492420949,0.6193366466668122,0.10355830203078417,0.030412587098988624,0.22302009735612957,0.11891556709920072,0.2512239794301011
2025-04-04,-0.052826528902723886,-0.5161374565282729,-0.14465912755629995,-0.025843640886027544,-0.23695491655700995,-0.048004610784908114,-0.2793843119298369
2025-05-02,0.07218794534972649,-0.19948148862399934,-0.05896725842796072,0.027602214998188945,-0.22944509184453146,-0.23080407372530581,0.07918002183790639
2025-05-30,-0.17643109202350854,-0.38947561003957754,0.18163009978932146,-0.1511596075275544,-0.05207185075567563,-0.06645167626765663,-0.3005958461014641
2025-06-27,-0.005953357903409589,-0.32588762848741376,-0.09395776612145873,-0.059003190268042564,-0.1655730878127713,-0.18146054051329724,0.06598569969356487
2025-07-25,0.02561118447136764,-0.01895006213961353,-0.05170261584312676,-0.07909023432548001,0.0958220038569832,-0.10044908849813133,-0.07456588355464762
2025-08-22,0.16556750870973563,-0.5754660349043637,-0.20036829471759446,-0.07203968017269943,-0.35242284582678635,-0.2193060256925759,-0.10778004766768816
2025-09-19,0.013824025307040062,-7.460710050776076e-05,0.22274844981931635,0.03157234197936248,0.1824404480709942,-0.08298280106757486,-0.24363295880149816
