,technical,stability,insider,events,issuance,earnings_drift,filing_text
2025-10-17,-0.05125412201676338,0.022718031608641154,-0.06538314377201299,-0.1036472068805349,0.0036534665942352293,0.2169955552572087,0.11540687776642834
2025-11-14,0.09384407069592514,-0.21269976333874574,0.10370699202313345,-0.0766484473878465,0.07093389884526512,-0.06648995641174643,-0.05771195097037794
2025-12-12,0.007490301405901587,-0.2361898660534625,0.07962274394499289,-0.027800514183004475,0.17828270057435971,-0.16257242567055497,-0.38975144705481796
2026-01-09,0.47814653050271355,-0.19283697268240926,-0.07633497061824017,0.01236746619916717,0.12323086370696819,0.08420559846564694,-0.39485869935308143
2026-02-06,-0.2024514704571755,0.1958496382783444,0.09140875047314778,0.07810537899873989,0.1203410035039555,-0.14262656880493427,0.13416751787538309
2026-03-06,0.5591987468917863,-0.33670066440339624,-0.4072680764664203,-0.17718327947406948,0.086038362894195,0.04507775204666698,-0.30750766087844744
2026-04-03,0.34749944985360065,-0.5444439887113772,-0.31930224678295943,-0.21428354373865496,-0.20693865462774566,-0.023401098897415283,-0.2158504249697153
2026-05-01,0.11080896589924286,-0.11481329529370664,-0.1514307626102844,-0.20736310579010594,-0.27695697720622764,0.008538828008209383,0.07495743956418116
2026-05-29,0.2319829902554879,0.09655939130937918,-0.054057755853599,-0.05590186985674217,0.03280003178879107,0.00931180391445765,-0.04933605720122575
2026-06-26,-0.6545086952646806,0.4648780539854908,0.47839861685963536,0.22897917998558212,0.153591358061532,0.03852333632619693,0.24521620701395988
2026-07-24,-0.5711429426595636,0.2496502698657964,0.271070892880139,0.08072563586698187,0.06681388200889259,-0.16662958843159065,0.3019237316990126
