rebalance,picks,avg_return,qqq_return,iwm_return,alpha_vs_qqq
2022-07-01,9,0.10121074463495094,0.11813705821194298,0.09241016988869366,-0.016926313576992036
2022-07-29,10,-0.028791012864356258,-0.025423100424716294,0.009238800887302334,-0.003367912439639964
2022-08-26,9,-0.14028466464637945,-0.10224716861067851,-0.11466805120007728,-0.038037496035700946
2022-09-23,9,0.013549197103575506,-0.00032676176597290496,0.03755486954849174,0.013875958869548411
2022-10-21,10,0.07589932200252106,0.03412988469609046,0.06381025268488738,0.041769437306430596
2022-11-18,8,-0.019860799155674472,-0.037111105022330615,-0.04651381710078828,0.017250305866656143
2022-12-16,8,0.048370603247994165,0.026955694400828456,0.07271902911969352,0.02141490884716571
2023-01-13,8,0.11670089645229426,0.06666218156418946,0.01742860941390556,0.050038714888104796
2023-02-10,9,-0.03790875447913197,-0.037204178464095516,-0.07424743851324034,-0.0007045760150364566
2023-03-10,9,0.04525708214712118,0.10331691501358375,0.0012403801677163262,-0.058059832866462574
2023-04-07,9,-0.07394245006130148,0.01579272223249295,-0.007396982741786684,-0.08973517229379444
2023-05-05,10,0.11846834862883818,0.09836169605076428,0.04339359140706134,0.020106652578073897
2023-06-02,9,0.05765612263789735,0.04307557373063675,0.03169208900476006,0.014580548907260599
2023-06-30,9,-0.007358912741388261,0.038059521659197015,0.04891337792244066,-0.045418434400585274
2023-07-28,10,-0.09331853208179768,-0.05074562597108534,-0.06327951483030758,-0.042572906110712336
2023-08-25,10,-0.0028113208440434857,-0.015361614916082678,-0.03983689385582945,0.012550294072039192
2023-09-22,10,-0.05292736094396415,-0.009248216407362952,-0.053483161107866994,-0.0436791445366012
2023-10-20,10,0.09581427575984838,0.08866330630300334,0.07119705611594629,0.007150969456845041
2023-11-17,9,0.06300034130346828,0.0499948155404637,0.10516565404077527,0.01300552576300458
2023-12-15,9,-0.004364027587511014,0.012961690917407731,-0.015740650387936483,-0.017325718504918746
2024-01-12,9,0.0541726698585845,0.06712070674996351,0.031620241984966935,-0.012948036891379008
2024-02-09,8,-0.04592251840577552,0.004507678692662775,0.037574224068290585,-0.050430197098438295
2024-03-08,8,-0.02762367434191576,0.004629471124698803,-0.008997122712546601,-0.03225314546661456
2024-04-05,8,-0.05409078406248505,-0.01132877138247923,-0.012472631150395319,-0.04276201268000582
2024-05-03,9,0.043673130011934846,0.03497280006808845,0.019168028754405375,0.008700329943846397
2024-05-31,8,0.0885265901644904,0.06470131833081227,-0.01124375248925813,0.02382527183367812
2024-06-28,8,-0.0353971481386047,-0.033687489858584385,0.10513074852179871,-0.0017096582800203153
2024-07-26,10,0.029698397703307435,0.036784214267596926,-0.017125938759501858,-0.007085816564289492
2024-08-23,10,-0.010511891293464703,0.005083390409715838,0.005399748215060951,-0.01559528170318054
2024-09-20,10,0.03992814206167776,0.026376002235670493,0.02188921127434007,0.013552139826007267
2024-10-18,10,0.022062018715845944,0.004247076258298232,0.012541500422209806,0.017814942457547712
2024-11-15,9,0.07807436352103164,0.06838904681817959,0.02008932579592515,0.009685316702852054
2024-12-13,9,-0.05527834631635525,-0.04245212982142377,-0.06691658845358939,-0.01282621649493148
2025-01-10,9,0.035091797587398936,0.031013919923553512,0.04229125081615859,0.004077877663845424
2025-02-07,10,-0.1628617235901682,-0.059530999241787175,-0.0887167739484569,-0.10333072434838103
2025-03-07,9,-0.1502119593582989,-0.13926604137263277,-0.11824914917032636,-0.010945917985666132
2025-04-04,9,0.10964091831276329,0.1565286220337816,0.10646292029451199,-0.0468877037210183
2025-05-02,10,0.03592279563716966,0.0619439837993605,0.022895121054623102,-0.026021188162190845
2025-05-30,10,0.03348984373864401,0.05701197349966969,0.053668479029093774,-0.023522129761025676
2025-06-27,10,0.003953575540339249,0.033352187819778,0.04130316447599447,-0.02939861227943875
2025-07-25,9,-0.028793552122250765,0.009887460964778327,0.04657269400370634,-0.03868101308702909
2025-08-22,10,0.01865374370691265,0.04786956456938318,0.0376409149468504,-0.029215820862470532
2025-09-19,10,-0.02270398750286311,0.008809864068021422,0.0017697621169165956,-0.03151385157088453
2025-10-17,10,-0.07748039764618518,0.008163182090112908,-0.024362214929400272,-0.08564357973629809
2025-11-14,10,0.03739635543842416,0.007817888198282885,0.06893212651228908,0.029578467240141272
2025-12-12,10,-0.050097376905516966,0.022550452178060842,0.028570670681200783,-0.07264782908357781
2026-01-09,9,0.12184726681095112,-0.027128392415859293,0.018406758172894833,0.14897565922681041
2026-02-06,10,-0.0928898591806913,-0.016238875035925804,-0.05331671174161434,-0.0766509841447655
2026-03-06,10,0.14301714199293042,-0.017520480139253114,0.007648377397797779,0.16053762213218353
2026-04-03,9,0.22955237442734788,0.14553948543306272,0.10667303133175277,0.08401288899428516
2026-05-01,10,0.12573004605079957,0.09517165045083686,0.03992404599651067,0.030558395599962707
2026-05-29,10,-0.04901541888466918,-0.042006118912949475,0.03482082594990299,-0.007009299971719708
2026-06-26,10,-0.09419496825752278,-0.03154905515244799,-0.02888294544363057,-0.0626459131050748
