,technical,stability,insider,events,earnings_drift
2022-07-01,0.3000230934864761,0.16322045062857848,0.08966188634724705,-0.1268092609407227,0.0513099931202562
2022-07-29,-0.04480987461246641,-0.1544608936034661,-0.13461504646328337,0.0328702564748277,0.19681050656660415
2022-08-26,0.034763912141158294,0.2444857201755953,-0.047680132694933,-0.0354218486040156,-0.055452775073028246
2022-09-23,0.2688768670071101,0.2673078481599381,-0.18850285018927,-0.1546139129099811,-0.3078170466217231
2022-10-21,0.0831756723411028,0.08855886677345566,0.08214288737620158,-0.03109680316508249,-0.3043002229676571
2022-11-18,-0.22815021479472206,-0.18971177578850468,0.02512420733823033,-0.04256973120620128,0.226122947506124
2022-12-16,0.01048851350567866,0.2242105470775955,0.06814872517176469,0.026201428181783264,-0.20096165778825284
2023-01-13,-0.11418729130443989,-0.16185639349336778,-0.18077093677928086,0.14705004011444997,-0.001095357845866705
2023-02-10,0.0034986995485224485,0.02074727183912498,0.010461301712022314,0.059615474721531975,0.38014103297122165
2023-03-10,-0.022225476084039127,-0.027675767476053666,-0.22288646200201548,-0.08640505025904313,0.06586041237510923
2023-04-07,0.07348753695584466,0.37696282747280796,0.0003591863248763026,-0.2525576582851645,-0.08560003581920005
2023-05-05,-0.21333919046911046,-0.2511203860211016,0.12189885900489521,0.054382130016372605,-0.04859614767107102
2023-06-02,0.014858085260064994,-0.012038071793864681,-0.10865428546953383,0.043582841688992145,-0.011136172968377317
2023-06-30,-0.29592524815696486,-0.15605744811479222,0.015298826090961077,0.05907895179641683,0.19778155018766028
2023-07-28,-0.2012145313142919,0.25855551487100026,0.0911435299373618,0.001143630759427225,0.1704111343557395
2023-08-25,0.05729808884053834,0.16369185288600757,-0.20658917212233593,0.2060832962583394,0.1723173740922097
2023-09-22,0.15609346349180322,0.1149469583087713,-0.20043047913641487,0.28673430044689996,-0.08235124707278954
2023-10-20,-0.10794460593243277,-0.27813977550824387,0.1069908804394981,0.1616089507377126,-0.057223521300536116
2023-11-17,-0.2863418132380575,-0.42988983326077235,-0.08561063328003408,0.07806051986351374,-0.14128172383295254
2023-12-15,0.20930098161147892,0.23917910325468023,0.030255066735090583,-0.2559547316298241,-0.09680158516290555
2024-01-12,0.10688717125611072,-0.10961817838266925,0.11633947918514417,0.009464782818516506,0.15888806675973258
2024-02-09,-0.17716280583624114,0.03993186735278089,0.26983402915490257,0.012702864887989721,-0.25212669683257916
2024-03-08,0.110670139651257,0.2888059115616489,0.018496677836070192,0.0323581432782714,-0.04200295978663211
2024-04-05,0.010466039373393106,0.02638727803587313,0.011184617089208435,-0.11453841888590406,-0.06734689164300206
2024-05-03,0.2779143516228639,0.03941167637220247,0.1906816872312653,-0.19705401350436888,-0.08638019393220674
2024-05-31,0.13390466024104836,-0.011521358843512712,-0.06829676563319555,0.002578208403832261,0.005556970744340244
2024-06-28,-0.22758168951579524,0.01808022818720009,-0.023907305687346735,0.09274777019637688,-0.04548221106640217
2024-07-26,0.24781038936259495,0.17081930110372806,-0.07112721660913662,0.15798173247760666,0.24137931034482757
2024-08-23,0.07099232823759873,0.06892725038194686,-0.02430155006784235,-0.05108214087055385,0.01971574883837131
2024-09-20,0.05786770347533966,-0.046906709033645605,0.049065500818783934,-0.04492627132504887,-0.035554640993081296
2024-10-18,-0.038786784604446914,0.1113158703471974,-0.040582244335788366,-0.16345276652396085,0.10000132207804231
2024-11-15,-0.1369675990776797,-0.19930986960871147,-0.033613582200010934,0.1938634417989285,0.06475085151123537
2024-12-13,-0.13509148218761813,-0.12335022013741387,0.08589086125131115,0.003489358321217926,0.003226114982442877
2025-01-10,0.022477861582356748,0.07289778205513885,-0.02340578214147652,0.06837781592604854,0.10183929803238334
2025-02-07,-0.19796927810629722,0.2414473564342318,0.13830010940100762,-0.006677565239333028,-0.09305608682079591
2025-03-07,-0.07632192492420949,0.6193366466668122,-0.13906872156554229,-0.11650736692923674,0.0844296172117723
2025-04-04,-0.052826528902723886,-0.5161374565282729,-0.07634749426661105,-0.018599434731136153,-0.0026097516067254112
2025-05-02,0.07218794534972649,-0.19948148862399934,-0.05212835942653384,0.20967665593087076,-0.18889814289191906
2025-05-30,-0.17643109202350854,-0.38947561003957754,0.32717384367170216,0.06175453907072833,-0.0004104368240061145
2025-06-27,-0.005953357903409589,-0.32588762848741376,-0.06318453196182622,-0.05532714843800633,-0.12827904794997771
2025-07-25,0.02561118447136764,-0.01895006213961353,-0.0014802221358860392,0.004155946469704658,-0.109247548804537
2025-08-22,0.16556750870973563,-0.5754660349043637,-0.14017080308031135,-0.05330086442738712,-0.16721230463631762
2025-09-19,0.013824025307040062,-7.460710050776076e-05,0.242122958103226,0.09596357260941564,-0.06195029388454898
2025-10-17,-0.05125412201676338,0.022718031608641154,-0.12940729884943103,-0.09845634158945614,0.22521632736446937
2025-11-14,0.09384407069592514,-0.21269976333874574,0.05917594702337087,-0.052144211003911124,-0.028455262943730377
2025-12-12,0.007490301405901587,-0.2361898660534625,0.23053613813454205,-0.038316498208333306,-0.14223195757852547
2026-01-09,0.47814653050271355,-0.19283697268240926,0.013697882166765844,0.01236746619916717,0.0856188154654748
2026-02-06,-0.2024514704571755,0.1958496382783444,-0.00151700495354799,0.07810537899873989,-0.08228202514427849
2026-03-06,0.5591987468917863,-0.33670066440339624,-0.325875272652213,-0.17718327947406948,0.050956038959296825
2026-04-03,0.34749944985360065,-0.5444439887113772,-0.181092207710089,-0.21428354373865496,-0.02756334968944567
2026-05-01,0.11080896589924286,-0.11481329529370664,-0.07854050276743536,-0.20736310579010594,-0.002745522869896232
2026-05-29,0.2319829902554879,0.09655939130937918,0.006047756904044616,-0.05590186985674217,0.007896636146302993
2026-06-26,-0.6545086952646806,0.4648780539854908,0.4542930954679186,0.22897917998558212,0.00546370183142101
