rebalance,ticker,composite,forward_return
2022-07-01,IAS,84.21052631578948,0.0
2022-07-01,MANH,73.94574927711106,0.19994876858139543
2022-07-01,SPSC,71.43140572592542,0.07446620419822048
2022-07-01,ALAB,69.22043010752688,0.0
2022-07-01,CXM,68.09128121922853,0.12166177425122648
2022-07-01,VECO,67.22787021220313,0.20575217527943246
2022-07-01,GEN,65.74623936814486,0.10098728301145665
2022-07-01,ACLS,65.31318710244362,0.4667361983738014
2022-07-01,NVMI,64.56898967744928,0.2618277778138225
2022-07-01,FORM,64.12473022824821,0.034322288205806295
2022-07-29,ACLS,72.71729453070525,0.02786860562268889
2022-07-29,GEN,72.35668423460987,-0.0697100429325117
2022-07-29,VECO,71.94980420714742,0.03532112315190594
2022-07-29,MANH,71.55136018251811,0.012653720071561292
2022-07-29,ALAB,68.71639784946237,0.0
2022-07-29,SMTC,66.90958141798893,-0.21402213638218603
2022-07-29,PLAB,66.89938926644815,-0.06803859589337657
2022-07-29,AEIS,66.61179262275158,0.0137733916033691
2022-07-29,ONTO,66.57834912721832,-0.08564561265366932
2022-07-29,COHR,65.75022689687196,-0.014247720529941499
2022-08-26,VECO,71.56948399505089,-0.17678333296713145
2022-08-26,CRUS,71.23949430210261,-0.0870406730099843
2022-08-26,ALAB,69.32123655913978,0.0
2022-08-26,SMTC,67.0726247692075,-0.3906919910437545
2022-08-26,AEIS,66.98752087989716,-0.11817290619677312
2022-08-26,PLAB,66.12967163962075,-0.33934206874345607
2022-08-26,GEN,65.88049032176785,-0.08942766193992668
2022-08-26,QLYS,65.53975767415801,-0.08204595345940502
2022-08-26,BOX,64.69939349166397,-0.10216827904574521
2022-08-26,RMBS,63.08792623591876,-0.06456516399032985
2022-09-23,VECO,69.58481702010425,-0.005382151877306396
2022-09-23,CRUS,69.1911372741773,-0.10222449595430927
2022-09-23,WIX,68.72282149567671,0.0982523678210252
2022-09-23,ALAB,68.71639784946237,0.0
2022-09-23,BOX,66.9002294782338,0.148178423522894
2022-09-23,BRZE,65.31323725701432,-0.15476540835771113
2022-09-23,AEIS,65.14780718108773,-0.06581564392121941
2022-09-23,QLYS,62.46283358181132,-0.05706400912117815
2022-09-23,COHR,62.05729709319797,-0.13619297909556083
2022-09-23,PRGS,62.021896229297965,0.14115955168325178
